Cow Liveweight Data (Example 2 of Smith, Min, Almeida & Czado)

Source: Diggle, P., K. Liang & S. Zeger (1994) Analysis of Longitudinal Data, Oxford, UK: Clarendon Press, p.100.
 
See also: Smith, M. & R. Kohn (2002) `Parsimonious Covariance Matrix Estimation for Longitudinal Data', JASA, 91, 460, pp.1141-1153.

Response is log-liveweight
Covariates include 4 treatment dummies (d1-d4) and products with t & t^2.

Log_Liveweight, d1, d2, d3, d4, d1*t, d2*t, d3*t, d4*t, d1*t^2, d2*t^2, d3*t^3, d4*t^2
0.974559639998131 1 0 0 0 0.232 0 0 0 0.053824 0 0 0
1.01160091167848 1 0 0 0 0.258 0 0 0 0.066564 0 0 0
1.08180517035173 1 0 0 0 0.323 0 0 0 0.104329 0 0 0
1.11514159061932 1 0 0 0 0.356 0 0 0 0.126736 0 0 0
1.14740245283754 1 0 0 0 0.386 0 0 0 0.148996 0 0 0
1.17865499634165 1 0 0 0 0.414 0 0 0 0.171396 0 0 0
1.17865499634165 1 0 0 0 0.447 0 0 0 0.199809 0 0 0
1.17865499634165 1 0 0 0 0.477 0 0 0 0.227529 0 0 0
1.20896034583698 1 0 0 0 0.505 0 0 0 0.255025 0 0 0
1.22377543162212 1 0 0 0 0.533 0 0 0 0.284089 0 0 0
1.26694760348732 1 0 0 0 0.546 0 0 0 0.298116 0 0 0
1.32175583998232 1 0 0 0 0.601 0 0 0 0.361201 0 0 0
1.2947271675944 1 0 0 0 0.629 0 0 0 0.395641 0 0 0
1.38629436111989 1 0 0 0 0.659 0 0 0 0.434281 0 0 0
0.182321556793955 1 0 0 0 0 0 0 0 0 0 0 0
0.371563556432483 1 0 0 0 0.028 0 0 0 0.000784 0 0 0
0.438254930931155 0 1 0 0 0 0.044 0 0 0 0.001936 0 0
0.53062825106217 0 1 0 0 0 0.057 0 0 0 0.003249 0 0
0.500775287912489 0 1 0 0 0 0.097 0 0 0 0.009409 0 0
0.693147180559945 0 1 0 0 0 0.125 0 0 0 0.015625 0 0
0.693147180559945 0 1 0 0 0 0.154 0 0 0 0.023716 0 0
0.765467842139571 0 1 0 0 0 0.174 0 0 0 0.030276 0 0
0.832909122935104 0 1 0 0 0 0.202 0 0 0 0.040804 0 0
0.896088024556636 0 1 0 0 0 0.232 0 0 0 0.053824 0 0
0.955511445027436 0 1 0 0 0 0.258 0 0 0 0.066564 0 0
1.04731899428056 0 1 0 0 0 0.323 0 0 0 0.104329 0 0
1.06471073699243 0 1 0 0 0 0.356 0 0 0 0.126736 0 0
1.1314021114911 0 1 0 0 0 0.386 0 0 0 0.148996 0 0
1.17865499634165 0 1 0 0 0 0.414 0 0 0 0.171396 0 0
1.16315080980568 0 1 0 0 0 0.447 0 0 0 0.199809 0 0
1.17865499634165 0 1 0 0 0 0.477 0 0 0 0.227529 0 0
1.17865499634165 0 1 0 0 0 0.505 0 0 0 0.255025 0 0
1.22377543162212 0 1 0 0 0 0.533 0 0 0 0.284089 0 0
1.25276296849537 0 1 0 0 0 0.546 0 0 0 0.298116 0 0
1.30833281965018 0 1 0 0 0 0.601 0 0 0 0.361201 0 0
1.2947271675944 0 1 0 0 0 0.629 0 0 0 0.395641 0 0
1.33500106673234 0 1 0 0 0 0.659 0 0 0 0.434281 0 0
0.139761942375159 1 0 0 0 0 0 0 0 0 0 0 0
0.262364264467491 1 0 0 0 0.028 0 0 0 0.000784 0 0 0
0.438254930931155 0 1 0 0 0 0.044 0 0 0 0.001936 0 0
0.500775287912489 0 1 0 0 0 0.057 0 0 0 0.003249 0 0
0.615185639090233 0 1 0 0 0 0.097 0 0 0 0.009409 0 0
0.693147180559945 0 1 0 0 0 0.125 0 0 0 0.015625 0 0
0.741937344729377 0 1 0 0 0 0.154 0 0 0 0.023716 0 0
0.741937344729377 0 1 0 0 0 0.174 0 0 0 0.030276 0 0
0.810930216216329 0 1 0 0 0 0.202 0 0 0 0.040804 0 0
0.896088024556636 0 1 0 0 0 0.232 0 0 0 0.053824 0 0
0.955511445027436 0 1 0 0 0 0.258 0 0 0 0.066564 0 0
0.974559639998131 0 1 0 0 0 0.323 0 0 0 0.104329 0 0
1.08180517035173 0 1 0 0 0 0.356 0 0 0 0.126736 0 0
1.11514159061932 0 1 0 0 0 0.386 0 0 0 0.148996 0 0
1.1314021114911 0 1 0 0 0 0.414 0 0 0 0.171396 0 0
1.11514159061932 0 1 0 0 0 0.447 0 0 0 0.199809 0 0
1.1314021114911 0 1 0 0 0 0.477 0 0 0 0.227529 0 0
1.14740245283754 0 1 0 0 0 0.505 0 0 0 0.255025 0 0
1.16315080980568 0 1 0 0 0 0.533 0 0 0 0.284089 0 0
1.17865499634165 0 1 0 0 0 0.546 0 0 0 0.298116 0 0
1.23837423104327 0 1 0 0 0 0.601 0 0 0 0.361201 0 0
1.23837423104327 0 1 0 0 0 0.629 0 0 0 0.395641 0 0
1.2947271675944 0 1 0 0 0 0.659 0 0 0 0.434281 0 0
0.139761942375159 1 0 0 0 0 0 0 0 0 0 0 0
0.300104592450338 1 0 0 0 0.028 0 0 0 0.000784 0 0 0
0.405465108108164 0 1 0 0 0 0.044 0 0 0 0.001936 0 0
0.500775287912489 0 1 0 0 0 0.057 0 0 0 0.003249 0 0
0.559615787935423 0 1 0 0 0 0.097 0 0 0 0.009409 0 0
0.667829372575655 0 1 0 0 0 0.125 0 0 0 0.015625 0 0
0.765467842139571 0 1 0 0 0 0.154 0 0 0 0.023716 0 0
0.810930216216329 0 1 0 0 0 0.174 0 0 0 0.030276 0 0
0.810930216216329 0 1 0 0 0 0.202 0 0 0 0.040804 0 0
0.916290731874155 0 1 0 0 0 0.232 0 0 0 0.053824 0 0
0.936093359170335 0 1 0 0 0 0.258 0 0 0 0.066564 0 0
1.02961941718116 0 1 0 0 0 0.323 0 0 0 0.104329 0 0
1.08180517035173 0 1 0 0 0 0.356 0 0 0 0.126736 0 0
1.09861228866811 0 1 0 0 0 0.386 0 0 0 0.148996 0 0
1.17865499634165 0 1 0 0 0 0.414 0 0 0 0.171396 0 0
1.16315080980568 0 1 0 0 0 0.447 0 0 0 0.199809 0 0
1.16315080980568 0 1 0 0 0 0.477 0 0 0 0.227529 0 0
1.20896034583698 0 1 0 0 0 0.505 0 0 0 0.255025 0 0
1.22377543162212 0 1 0 0 0 0.533 0 0 0 0.284089 0 0
1.25276296849537 0 1 0 0 0 0.546 0 0 0 0.298116 0 0
1.33500106673234 0 1 0 0 0 0.601 0 0 0 0.361201 0 0
1.33500106673234 0 1 0 0 0 0.629 0 0 0 0.395641 0 0
1.39871688111845 0 1 0 0 0 0.659 0 0 0 0.434281 0 0
0.336472236621213 0 0 1 0 0 0 0 0 0 0 0 0
0.500775287912489 0 0 1 0 0 0 0.028 0 0 0 0.000784 0
0.53062825106217 0 0 1 0 0 0 0.044 0 0 0 0.001936 0
0.587786664902119 0 0 1 0 0 0 0.057 0 0 0 0.003249 0
0.693147180559945 0 0 1 0 0 0 0.097 0 0 0 0.009409 0
0.741937344729377 0 0 1 0 0 0 0.125 0 0 0 0.015625 0
0.854415328156068 0 0 1 0 0 0 0.154 0 0 0 0.023716 0
0.916290731874155 0 0 1 0 0 0 0.174 0 0 0 0.030276 0
0.955511445027436 0 0 1 0 0 0 0.202 0 0 0 0.040804 0
0.974559639998131 0 0 1 0 0 0 0.232 0 0 0 0.053824 0
1.02961941718116 0 0 1 0 0 0 0.258 0 0 0 0.066564 0
1.09861228866811 0 0 1 0 0 0 0.323 0 0 0 0.104329 0
1.17865499634165 0 0 1 0 0 0 0.356 0 0 0 0.126736 0
1.21787570949493 0 0 1 0 0 0 0.386 0 0 0 0.148996 0
1.25276296849537 0 0 1 0 0 0 0.414 0 0 0 0.171396 0
1.2947271675944 0 0 1 0 0 0 0.447 0 0 0 0.199809 0
1.33500106673234 0 0 1 0 0 0 0.477 0 0 0 0.227529 0
1.38629436111989 0 0 1 0 0 0 0.505 0 0 0 0.255025 0
1.41098697371026 0 0 1 0 0 0 0.533 0 0 0 0.284089 0
1.45861502269952 0 0 1 0 0 0 0.546 0 0 0 0.298116 0
1.44691898293633 0 0 1 0 0 0 0.601 0 0 0 0.361201 0
1.41098697371026 0 0 1 0 0 0 0.629 0 0 0 0.395641 0
1.37371557891303 0 0 1 0 0 0 0.659 0 0 0 0.434281 0
0 0 0 1 0 0 0 0 0 0 0 0 0
0.139761942375159 0 0 1 0 0 0 0.028 0 0 0 0.000784 0
0.262364264467491 0 0 1 0 0 0 0.044 0 0 0 0.001936 0
0.300104592450338 0 0 1 0 0 0 0.057 0 0 0 0.003249 0
0.371563556432483 0 0 1 0 0 0 0.097 0 0 0 0.009409 0
0.615185639090233 0 0 1 0 0 0 0.125 0 0 0 0.015625 0
0.559615787935423 0 0 1 0 0 0 0.154 0 0 0 0.023716 0
0.615185639090233 0 0 1 0 0 0 0.174 0 0 0 0.030276 0
0.615185639090233 0 0 1 0 0 0 0.202 0 0 0 0.040804 0
0.641853886172395 0 0 1 0 0 0 0.232 0 0 0 0.053824 0
0.693147180559945 0 0 1 0 0 0 0.258 0 0 0 0.066564 0
0.810930216216329 0 0 1 0 0 0 0.323 0 0 0 0.104329 0
0.896088024556636 0 0 1 0 0 0 0.356 0 0 0 0.126736 0
0.916290731874155 0 0 1 0 0 0 0.386 0 0 0 0.148996 0
0.974559639998131 0 0 1 0 0 0 0.414 0 0 0 0.171396 0
0.974559639998131 0 0 1 0 0 0 0.447 0 0 0 0.199809 0
1.02961941718116 0 0 1 0 0 0 0.477 0 0 0 0.227529 0
1.06471073699243 0 0 1 0 0 0 0.505 0 0 0 0.255025 0
1.11514159061932 0 0 1 0 0 0 0.533 0 0 0 0.284089 0
1.14740245283754 0 0 1 0 0 0 0.546 0 0 0 0.298116 0
1.19392246847243 0 0 1 0 0 0 0.601 0 0 0 0.361201 0
1.22377543162212 0 0 1 0 0 0 0.629 0 0 0 0.395641 0
1.25276296849537 0 0 1 0 0 0 0.659 0 0 0 0.434281 0
0.0953101798043249 0 0 1 0 0 0 0 0 0 0 0 0
0.262364264467491 0 0 1 0 0 0 0.028 0 0 0 0.000784 0
0.300104592450338 0 0 1 0 0 0 0.044 0 0 0 0.001936 0
0.371563556432483 0 0 1 0 0 0 0.057 0 0 0 0.003249 0
0.405465108108164 0 0 1 0 0 0 0.097 0 0 0 0.009409 0
0.500775287912489 0 0 1 0 0 0 0.125 0 0 0 0.015625 0
0.559615787935423 0 0 1 0 0 0 0.154 0 0 0 0.023716 0
0.615185639090233 0 0 1 0 0 0 0.174 0 0 0 0.030276 0
0.615185639090233 0 0 1 0 0 0 0.202 0 0 0 0.040804 0
0.615185639090233 0 0 1 0 0 0 0.232 0 0 0 0.053824 0
0.667829372575655 0 0 1 0 0 0 0.258 0 0 0 0.066564 0
0.779324876800998 0 0 1 0 0 0 0.323 0 0 0 0.104329 0
0.832909122935104 0 0 1 0 0 0 0.356 0 0 0 0.126736 0
0.832909122935104 0 0 1 0 0 0 0.386 0 0 0 0.148996 0
0.896088024556636 0 0 1 0 0 0 0.414 0 0 0 0.171396 0
0.896088024556636 0 0 1 0 0 0 0.447 0 0 0 0.199809 0
0.936093359170335 0 0 1 0 0 0 0.477 0 0 0 0.227529 0
0.993251773010283 0 0 1 0 0 0 0.505 0 0 0 0.255025 0
0.974559639998131 0 0 1 0 0 0 0.533 0 0 0 0.284089 0
1.02961941718116 0 0 1 0 0 0 0.546 0 0 0 0.298116 0
1.08180517035173 0 0 1 0 0 0 0.601 0 0 0 0.361201 0
1.11514159061932 0 0 1 0 0 0 0.629 0 0 0 0.395641 0
1.09861228866811 0 0 1 0 0 0 0.659 0 0 0 0.434281 0
0.22314355131421 0 0 1 0 0 0 0 0 0 0 0 0
0.405465108108164 0 0 1 0 0 0 0.028 0 0 0 0.000784 0
0.470003629245736 0 0 1 0 0 0 0.044 0 0 0 0.001936 0
0.559615787935423 0 0 1 0 0 0 0.057 0 0 0 0.003249 0
0.641853886172395 0 0 1 0 0 0 0.097 0 0 0 0.009409 0
0.717839793150317 0 0 1 0 0 0 0.125 0 0 0 0.015625 0
0.78845736036427 0 0 1 0 0 0 0.154 0 0 0 0.023716 0
0.854415328156068 0 0 1 0 0 0 0.174 0 0 0 0.030276 0
0.854415328156068 0 0 1 0 0 0 0.202 0 0 0 0.040804 0
0.896088024556636 0 0 1 0 0 0 0.232 0 0 0 0.053824 0
0.936093359170335 0 0 1 0 0 0 0.258 0 0 0 0.066564 0
1.00430160919687 0 0 1 0 0 0 0.323 0 0 0 0.104329 0
1.08180517035173 0 0 1 0 0 0 0.356 0 0 0 0.126736 0
1.09861228866811 0 0 1 0 0 0 0.386 0 0 0 0.148996 0
1.11514159061932 0 0 1 0 0 0 0.414 0 0 0 0.171396 0
1.09861228866811 0 0 1 0 0 0 0.447 0 0 0 0.199809 0
1.09861228866811 0 0 1 0 0 0 0.477 0 0 0 0.227529 0
1.11514159061932 0 0 1 0 0 0 0.505 0 0 0 0.255025 0
1.1314021114911 0 0 1 0 0 0 0.533 0 0 0 0.284089 0
1.16315080980568 0 0 1 0 0 0 0.546 0 0 0 0.298116 0
1.25276296849537 0 0 1 0 0 0 0.601 0 0 0 0.361201 0
1.2947271675944 0 0 1 0 0 0 0.629 0 0 0 0.395641 0
1.33500106673234 0 0 1 0 0 0 0.659 0 0 0 0.434281 0
0.0953101798043249 0 0 1 0 0 0 0 0 0 0 0 0
0.22314355131421 0 0 1 0 0 0 0.028 0 0 0 0.000784 0
0.300104592450338 0 0 1 0 0 0 0.044 0 0 0 0.001936 0
0.405465108108164 0 0 1 0 0 0 0.057 0 0 0 0.003249 0
0.470003629245736 0 0 1 0 0 0 0.097 0 0 0 0.009409 0
0.559615787935423 0 0 1 0 0 0 0.125 0 0 0 0.015625 0
0.641853886172395 0 0 1 0 0 0 0.154 0 0 0 0.023716 0
0.693147180559945 0 0 1 0 0 0 0.174 0 0 0 0.030276 0
0.693147180559945 0 0 1 0 0 0 0.202 0 0 0 0.040804 0
0.717839793150317 0 0 1 0 0 0 0.232 0 0 0 0.053824 0
0.810930216216329 0 0 1 0 0 0 0.258 0 0 0 0.066564 0
0.900161349944271 0 0 1 0 0 0 0.323 0 0 0 0.104329 0
0.955511445027436 0 0 1 0 0 0 0.356 0 0 0 0.126736 0
0.974559639998131 0 0 1 0 0 0 0.386 0 0 0 0.148996 0
0.955511445027436 0 0 1 0 0 0 0.414 0 0 0 0.171396 0
1.02961941718116 0 0 1 0 0 0 0.447 0 0 0 0.199809 0
1.08180517035173 0 0 1 0 0 0 0.477 0 0 0 0.227529 0
1.11514159061932 0 0 1 0 0 0 0.505 0 0 0 0.255025 0
1.11514159061932 0 0 1 0 0 0 0.533 0 0 0 0.284089 0
1.1314021114911 0 0 1 0 0 0 0.546 0 0 0 0.298116 0
1.17865499634165 0 0 1 0 0 0 0.601 0 0 0 0.361201 0
1.20896034583698 0 0 1 0 0 0 0.629 0 0 0 0.395641 0
1.19392246847243 0 0 1 0 0 0 0.659 0 0 0 0.434281 0
0.22314355131421 0 0 1 0 0 0 0 0 0 0 0 0
0.405465108108164 0 0 1 0 0 0 0.028 0 0 0 0.000784 0
0.470003629245736 0 0 1 0 0 0 0.044 0 0 0 0.001936 0
0.53062825106217 0 0 1 0 0 0 0.057 0 0 0 0.003249 0
0.615185639090233 0 0 1 0 0 0 0.097 0 0 0 0.009409 0
0.667829372575655 0 0 1 0 0 0 0.125 0 0 0 0.015625 0
0.741937344729377 0 0 1 0 0 0 0.154 0 0 0 0.023716 0
0.810930216216329 0 0 1 0 0 0 0.174 0 0 0 0.030276 0
0.832909122935104 0 0 1 0 0 0 0.202 0 0 0 0.040804 0
0.810930216216329 0 0 1 0 0 0 0.232 0 0 0 0.053824 0
0.916290731874155 0 0 1 0 0 0 0.258 0 0 0 0.066564 0
1.02245092770255 0 0 1 0 0 0 0.323 0 0 0 0.104329 0
1.06471073699243 0 0 1 0 0 0 0.356 0 0 0 0.126736 0
1.08180517035173 0 0 1 0 0 0 0.386 0 0 0 0.148996 0
1.11514159061932 0 0 1 0 0 0 0.414 0 0 0 0.171396 0
1.11514159061932 0 0 1 0 0 0 0.447 0 0 0 0.199809 0
1.19392246847243 0 0 1 0 0 0 0.477 0 0 0 0.227529 0
1.25276296849537 0 0 1 0 0 0 0.505 0 0 0 0.255025 0
1.26694760348732 0 0 1 0 0 0 0.533 0 0 0 0.284089 0
1.30833281965018 0 0 1 0 0 0 0.546 0 0 0 0.298116 0
1.33500106673234 0 0 1 0 0 0 0.601 0 0 0 0.361201 0
1.38629436111989 0 0 1 0 0 0 0.629 0 0 0 0.395641 0
1.41098697371026 0 0 1 0 0 0 0.659 0 0 0 0.434281 0
0.22314355131421 0 0 1 0 0 0 0 0 0 0 0 0
0.336472236621213 0 0 1 0 0 0 0.028 0 0 0 0.000784 0
0.405465108108164 0 0 1 0 0 0 0.044 0 0 0 0.001936 0
0.470003629245736 0 0 1 0 0 0 0.057 0 0 0 0.003249 0
0.470003629245736 0 0 1 0 0 0 0.097 0 0 0 0.009409 0
0.615185639090233 0 0 1 0 0 0 0.125 0 0 0 0.015625 0
0.667829372575655 0 0 1 0 0 0 0.154 0 0 0 0.023716 0
0.693147180559945 0 0 1 0 0 0 0.174 0 0 0 0.030276 0
0.717839793150317 0 0 1 0 0 0 0.202 0 0 0 0.040804 0
0.693147180559945 0 0 1 0 0 0 0.232 0 0 0 0.053824 0
0.78845736036427 0 0 1 0 0 0 0.258 0 0 0 0.066564 0
0.883767540168595 0 0 1 0 0 0 0.323 0 0 0 0.104329 0
0.936093359170335 0 0 1 0 0 0 0.356 0 0 0 0.126736 0
0.974559639998131 0 0 1 0 0 0 0.386 0 0 0 0.148996 0
1.01160091167848 0 0 1 0 0 0 0.414 0 0 0 0.171396 0
1.06471073699243 0 0 1 0 0 0 0.447 0 0 0 0.199809 0
1.09861228866811 0 0 1 0 0 0 0.477 0 0 0 0.227529 0
1.14740245283754 0 0 1 0 0 0 0.505 0 0 0 0.255025 0
1.16315080980568 0 0 1 0 0 0 0.533 0 0 0 0.284089 0
1.20896034583698 0 0 1 0 0 0 0.546 0 0 0 0.298116 0
1.26694760348732 0 0 1 0 0 0 0.601 0 0 0 0.361201 0
1.32175583998232 0 0 1 0 0 0 0.629 0 0 0 0.395641 0
1.32175583998232 0 0 1 0 0 0 0.659 0 0 0 0.434281 0
0.139761942375159 0 0 1 0 0 0 0 0 0 0 0 0
0.300104592450338 0 0 1 0 0 0 0.028 0 0 0 0.000784 0
0.371563556432483 0 0 1 0 0 0 0.044 0 0 0 0.001936 0
0.470003629245736 0 0 1 0 0 0 0.057 0 0 0 0.003249 0
0.587786664902119 0 0 1 0 0 0 0.097 0 0 0 0.009409 0
0.615185639090233 0 0 1 0 0 0 0.125 0 0 0 0.015625 0
0.693147180559945 0 0 1 0 0 0 0.154 0 0 0 0.023716 0
0.717839793150317 0 0 1 0 0 0 0.174 0 0 0 0.030276 0
0.78845736036427 0 0 1 0 0 0 0.202 0 0 0 0.040804 0
0.78845736036427 0 0 1 0 0 0 0.232 0 0 0 0.053824 0
0.832909122935104 0 0 1 0 0 0 0.258 0 0 0 0.066564 0
0.978326122793608 0 0 1 0 0 0 0.323 0 0 0 0.104329 0
1.01160091167848 0 0 1 0 0 0 0.356 0 0 0 0.126736 0
1.04731899428056 0 0 1 0 0 0 0.386 0 0 0 0.148996 0
1.08180517035173 0 0 1 0 0 0 0.414 0 0 0 0.171396 0
1.11514159061932 0 0 1 0 0 0 0.447 0 0 0 0.199809 0
1.14740245283754 0 0 1 0 0 0 0.477 0 0 0 0.227529 0
1.16315080980568 0 0 1 0 0 0 0.505 0 0 0 0.255025 0
1.20896034583698 0 0 1 0 0 0 0.533 0 0 0 0.284089 0
1.23837423104327 0 0 1 0 0 0 0.546 0 0 0 0.298116 0
1.28093384546206 0 0 1 0 0 0 0.601 0 0 0 0.361201 0
1.28093384546206 0 0 1 0 0 0 0.629 0 0 0 0.395641 0
1.28093384546206 0 0 1 0 0 0 0.659 0 0 0 0.434281 0
0.0953101798043249 0 0 1 0 0 0 0 0 0 0 0 0
0.262364264467491 0 0 1 0 0 0 0.028 0 0 0 0.000784 0
0.405465108108164 0 0 1 0 0 0 0.044 0 0 0 0.001936 0
0.438254930931155 0 0 1 0 0 0 0.057 0 0 0 0.003249 0
0.500775287912489 0 0 1 0 0 0 0.097 0 0 0 0.009409 0
0.559615787935423 0 0 1 0 0 0 0.125 0 0 0 0.015625 0
0.641853886172395 0 0 1 0 0 0 0.154 0 0 0 0.023716 0
0.693147180559945 0 0 1 0 0 0 0.174 0 0 0 0.030276 0
0.741937344729377 0 0 1 0 0 0 0.202 0 0 0 0.040804 0
0.765467842139571 0 0 1 0 0 0 0.232 0 0 0 0.053824 0
0.832909122935104 0 0 1 0 0 0 0.258 0 0 0 0.066564 0
0.85015092936961 0 0 1 0 0 0 0.323 0 0 0 0.104329 0
1.01160091167848 0 0 1 0 0 0 0.356 0 0 0 0.126736 0
1.02961941718116 0 0 1 0 0 0 0.386 0 0 0 0.148996 0
1.09861228866811 0 0 1 0 0 0 0.414 0 0 0 0.171396 0
1.1314021114911 0 0 1 0 0 0 0.447 0 0 0 0.199809 0
1.17865499634165 0 0 1 0 0 0 0.477 0 0 0 0.227529 0
1.16315080980568 0 0 1 0 0 0 0.505 0 0 0 0.255025 0
1.20896034583698 0 0 1 0 0 0 0.533 0 0 0 0.284089 0
1.23837423104327 0 0 1 0 0 0 0.546 0 0 0 0.298116 0
1.28093384546206 0 0 1 0 0 0 0.601 0 0 0 0.361201 0
1.33500106673234 0 0 1 0 0 0 0.629 0 0 0 0.395641 0
1.32175583998232 0 0 1 0 0 0 0.659 0 0 0 0.434281 0
0 0 0 1 0 0 0 0 0 0 0 0 0
0.182321556793955 0 0 1 0 0 0 0.028 0 0 0 0.000784 0
0.22314355131421 0 0 0 1 0 0 0 0.044 0 0 0 0.001936
0.336472236621213 0 0 0 1 0 0 0 0.057 0 0 0 0.003249
0.405465108108164 0 0 0 1 0 0 0 0.097 0 0 0 0.009409
0.53062825106217 0 0 0 1 0 0 0 0.125 0 0 0 0.015625
0.615185639090233 0 0 0 1 0 0 0 0.154 0 0 0 0.023716
0.641853886172395 0 0 0 1 0 0 0 0.174 0 0 0 0.030276
0.667829372575655 0 0 0 1 0 0 0 0.202 0 0 0 0.040804
0.641853886172395 0 0 0 1 0 0 0 0.232 0 0 0 0.053824
0.741937344729377 0 0 0 1 0 0 0 0.258 0 0 0 0.066564
0.76080582903376 0 0 0 1 0 0 0 0.323 0 0 0 0.104329
0.810930216216329 0 0 0 1 0 0 0 0.356 0 0 0 0.126736
0.854415328156068 0 0 0 1 0 0 0 0.386 0 0 0 0.148996
0.936093359170335 0 0 0 1 0 0 0 0.414 0 0 0 0.171396
0.8754687373539 0 0 0 1 0 0 0 0.447 0 0 0 0.199809
0.896088024556636 0 0 0 1 0 0 0 0.477 0 0 0 0.227529
1.02961941718116 0 0 0 1 0 0 0 0.505 0 0 0 0.255025
1.04731899428056 0 0 0 1 0 0 0 0.533 0 0 0 0.284089
0.993251773010283 0 0 0 1 0 0 0 0.546 0 0 0 0.298116
